DATASET
OBJTYPE "mesh2d"
BEGVEC
ND 9220
NC 18046
NAME "Geschw_0"
TIMEUNITS seconds
TS 0 1000
 0.000000             0.00000
 0.000000             0.00000
-0.019000            -0.15400
-0.067000            -0.13800
 0.005000            -0.01100
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.046000            -0.03300
-0.023000            -0.04600
 0.003000            -0.00500
 0.004000            -0.00600
 0.000000             0.00000
 0.016000             0.03600
 0.017000            -0.00200
 0.029000             0.00700
 0.000000             0.00000
 0.000000             0.00000
 0.045000            -0.00100
 0.000000             0.00000
 0.000000             0.00000
 0.007000             0.01200
 0.000000             0.00000
 0.001000             0.00100
 0.002000             0.00200
 0.000000             0.00000
 0.023000             0.01000
 0.012000             0.00900
 0.003000            -0.00100
 0.014000            -0.00300
 0.000000             0.00000
-0.066000            -0.10900
 0.000000             0.00000
-0.066000             0.09700
 0.000000             0.00000
 0.000000             0.00000
 0.021000             0.00100
 0.000000             0.00000
 0.006000             0.00400
 0.029000             0.01400
 0.001000             0.00000
 0.011000            -0.00200
 0.023000            -0.00400
 0.022000            -0.00600
 0.025000            -0.00100
 0.034000             0.00500
 0.102000            -0.09700
 0.001000            -0.00000
 0.044000            -0.06300
 0.038000            -0.05200
 0.000000            -0.00000
 0.000000             0.00000
-0.000000            -0.00000
-0.014000            -0.01300
-0.003000            -0.04800
-0.002000            -0.00900
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.001000            -0.00600
 0.001000            -0.00200
-0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.009000             0.01100
 0.000000             0.00000
-0.003000             0.00800
 0.000000             0.00000
-0.002000             0.00600
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.026000            -0.01000
 0.000000             0.00000
 0.000000            -0.00000
 0.000000             0.00000
-0.048000            -0.02200
-0.088000            -0.15500
 0.000000             0.00000
 0.007000            -0.00500
 0.001000            -0.00000
 0.011000            -0.00500
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.011000             0.00300
 0.000000             0.00000
 0.000000             0.00000
-0.028000            -0.13100
 0.000000             0.00000
-0.075000            -0.03300
 0.000000             0.00000
 0.000000             0.00000
 0.052000            -0.00400
 0.019000             0.03000
 0.045000            -0.02900
-0.045000             0.04100
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.03000
 0.035000            -0.01100
 0.002000             0.00100
 0.000000             0.00000
 0.000000             0.00000
 0.001000             0.00000
-0.011000             0.05000
-0.011000            -0.00700
 0.000000             0.00000
-0.014000            -0.04400
 0.007000             0.01400
 0.000000            -0.00000
 0.009000             0.01600
 0.000000             0.00000
 0.016000             0.01000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.025000             0.02000
 0.000000             0.00000
-0.000000             0.00000
-0.001000             0.00000
-0.053000             0.01900
-0.046000             0.01000
-0.003000             0.00400
 0.000000             0.00000
-0.072000             0.03100
-0.009000             0.00600
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.028000             0.01500
 0.059000            -0.06500
 0.000000            -0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000            -0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.011000            -0.03200
 0.005000            -0.02700
 0.056000            -0.06700
 0.028000            -0.05500
 0.000000            -0.00000
 0.057000            -0.11300
 0.000000             0.00000
 0.000000            -0.00000
-0.002000            -0.02000
 0.001000            -0.00400
 0.002000            -0.00600
 0.002000            -0.00700
 0.000000            -0.00000
 0.000000             0.00000
 0.007000            -0.00300
 0.000000             0.00000
 0.019000            -0.01200
 0.009000            -0.03000
 0.000000             0.00000
 0.005000            -0.00300
-0.004000            -0.02000
-0.003000             0.00000
-0.003000            -0.02200
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.037000             0.13200
 0.010000             0.01500
 0.000000             0.00000
-0.017000             0.04100
 0.017000            -0.23900
 0.000000             0.00000
 0.000000             0.00000
 0.070000            -0.01000
 0.000000             0.00000
 0.040000            -0.11500
 0.092000            -0.00200
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.011000            -0.03300
 0.046000            -0.00100
 0.017000            -0.05300
-0.029000             0.01100
 0.000000             0.00000
 0.019000            -0.06000
 0.008000            -0.04900
 0.004000            -0.03800
-0.021000            -0.02200
 0.067000            -0.00400
 0.007000            -0.02000
 0.020000             0.04900
-0.034000             0.00100
-0.087000             0.04400
-0.043000             0.08000
 0.014000            -0.01000
 0.000000             0.00000
 0.047000             0.02000
 0.000000             0.00000
 0.048000            -0.00800
 0.060000            -0.04300
-0.028000            -0.02200
-0.029000             0.05600
-0.054000             0.06300
 0.000000             0.00000
 0.014000            -0.01500
 0.000000             0.00000
 0.000000             0.00000
 0.035000             0.02600
 0.000000             0.00000
 0.031000             0.01200
 0.000000             0.00000
 0.054000            -0.00400
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.000000             0.00000
-0.214000            -0.08500
-0.018000             0.00500
-0.008000            -0.02300
 0.000000             0.00000
-0.001000             0.00000
-0.001000             0.00000
 0.000000             0.00000
 0.008000             0.06400
 0.000000             0.00000
 0.000000             0.00000
-0.012000             0.00400
-0.000000             0.00000
 0.000000             0.00000
-0.000000             0.00000
 0.042000            -0.00800
 0.010000            -0.00300
 0.000000             0.00000
-0.120000            -0.09800
 0.000000             0.00000
 0.046000            -0.02600
 0.000000             0.00000
 0.078000            -0.00200
 0.000000            -0.00100
 0.020000            -0.00700
-0.006000             0.05000
 0.000000            -0.00000
 0.055000            -0.10900
 0.010000            -0.09800
 0.000000             0.00000
 0.000000            -0.00000
 0.002000            -0.04800
 0.000000             0.00000
 0.000000            -0.00000
 0.009000            -0.02700
 0.000000            -0.00000
 0.000000             0.00000
 0.011000            -0.02500
 0.000000             0.00000
 0.000000            -0.00000
-0.090000            -0.14700
 0.015000            -0.02300
-0.048000            -0.01000
 0.003000            -0.08100
 0.053000            -0.03100
 0.000000             0.00000
 0.012000            -0.06200
 0.016000            -0.04200
 0.000000             0.00000
 0.011000            -0.00100
 0.000000             0.00000
-0.000000            -0.00900
-0.002000             0.00600
 0.002000             0.00100
-0.007000            -0.00200
-0.009000            -0.01200
 0.020000            -0.03100
 0.000000             0.00000
 0.000000             0.00000
 0.122000            -0.05600
-0.003000            -0.06800
 0.038000            -0.01200
-0.006000            -0.10000
-0.008000            -0.02200
 0.029000            -0.00600
 0.042000            -0.11500
 0.046000            -0.07300
 0.015000            -0.06100
 0.044000             0.02800
 0.001000            -0.02800
 0.093000            -0.01600
 0.000000             0.00000
 0.066000            -0.08500
 0.000000             0.00000
 0.000000             0.00000
 0.023000            -0.12700
 0.084000            -0.03600
-0.023000             0.01000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.033000            -0.00100
 0.000000             0.00000
 0.000000             0.00000
-0.025000            -0.06800
-0.026000             0.05900
-0.050000             0.02800
 0.077000            -0.04000
-0.083000            -0.01600
 0.020000            -0.06800
 0.074000            -0.08100
 0.021000             0.10700
 0.000000             0.00000
 0.000000             0.00000
-0.079000             0.02000
 0.000000             0.00000
 0.000000             0.00000
-0.029000            -0.01000
 0.050000             0.01800
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.033000             0.01800
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.025000             0.01000
 0.000000             0.00000
-0.001000             0.00100
-0.004000             0.00300
-0.006000             0.00500
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.000000             0.00000
-0.055000             0.03400
-0.075000             0.07000
-0.100000             0.12700
-0.000000             0.00000
 0.011000             0.03100
 0.000000             0.00000
 0.000000             0.00000
 0.073000             0.01400
 0.000000             0.00000
-0.033000            -0.20500
-0.002000            -0.00400
-0.119000             0.03800
-0.043000            -0.13200
 0.004000            -0.04000
 0.024000            -0.09900
 0.074000            -0.14100
 0.059000            -0.03400
-0.005000            -0.00500
-0.025000             0.00500
-0.098000            -0.16400
-0.000000            -0.00000
 0.041000            -0.12900
 0.037000            -0.09800
 0.011000            -0.09700
-0.000000            -0.07700
 0.000000             0.00000
-0.036000            -0.04500
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.003000            -0.08800
-0.054000            -0.17800
-0.106000            -0.03600
-0.043000            -0.06000
-0.115000            -0.12300
 0.000000             0.00000
 0.000000             0.00000
-0.065000            -0.01700
-0.084000            -0.03800
-0.205000            -0.08600
-0.208000            -0.10900
 0.000000             0.00000
-0.008000            -0.01000
-0.108000            -0.03600
-0.121000            -0.04800
-0.127000            -0.14800
 0.021000             0.08800
 0.011000            -0.08600
 0.000000             0.00000
 0.028000            -0.05600
 0.000000             0.00000
-0.002000            -0.00600
 0.000000             0.00000
-0.021000             0.00800
 0.015000            -0.00500
 0.000000            -0.00000
 0.014000            -0.07200
-0.046000            -0.02300
 0.055000             0.02100
 0.001000            -0.00100
 0.133000            -0.11000
 0.027000            -0.00800
 0.153000            -0.06700
 0.038000            -0.04000
-0.036000            -0.00200
-0.001000            -0.00000
 0.021000             0.01900
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.001000            -0.01800
 0.000000            -0.00000
 0.001000            -0.04200
 0.000000             0.00000
 0.000000             0.00000
-0.032000             0.03100
 0.000000             0.00000
 0.012000            -0.01700
 0.000000             0.00000
 0.000000             0.00000
 0.002000            -0.01300
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.034000            -0.03200
-0.023000            -0.00700
-0.006000            -0.02200
-0.045000             0.01700
 0.000000             0.00000
-0.083000            -0.01100
-0.120000            -0.02400
 0.000000             0.00000
-0.034000            -0.04200
-0.003000             0.03800
-0.172000             0.15100
 0.000000             0.00000
-0.061000             0.03800
 0.000000             0.00000
 0.051000             0.00600
 0.000000             0.00000
-0.055000            -0.04000
-0.067000            -0.01300
-0.069000             0.00300
 0.100000            -0.00400
 0.000000             0.00000
-0.064000             0.05000
 0.036000            -0.04500
-0.030000            -0.14200
 0.001000            -0.00100
-0.074000            -0.00200
-0.002000            -0.01100
 0.000000             0.00000
 0.000000            -0.00000
-0.000000            -0.00000
-0.000000             0.00000
 0.000000             0.00000
-0.002000             0.00900
-0.000000             0.00000
-0.157000             0.03000
-0.032000             0.08200
-0.001000             0.00100
-0.052000             0.01300
-0.000000             0.00000
-0.062000             0.02900
-0.000000             0.00000
-0.000000             0.00000
-0.088000             0.02700
-0.020000             0.17100
 0.000000             0.00000
-0.035000            -0.18200
-0.000000            -0.00200
-0.000000            -0.00000
-0.106000            -0.02900
-0.000000            -0.00100
 0.000000             0.00000
-0.106000            -0.07100
 0.000000             0.00000
 0.000000             0.00000
-0.125000            -0.11700
-0.036000            -0.00300
 0.000000             0.00000
-0.004000            -0.08100
 0.028000            -0.13500
 0.018000            -0.15500
 0.000000             0.00000
 0.000000             0.00000
-0.007000            -0.17200
-0.134000            -0.25400
 0.023000            -0.14400
-0.016000            -0.08400
-0.054000            -0.10700
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.015000            -0.15600
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.200000            -0.16200
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.021000            -0.07500
 0.082000             0.00900
 0.005000             0.00600
 0.000000             0.00000
 0.000000             0.00000
 0.044000            -0.07200
 0.000000            -0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.159000            -0.13300
-0.036000             0.01000
-0.079000             0.01100
-0.036000            -0.02400
-0.000000             0.00000
-0.002000             0.00100
 0.145000            -0.05900
 0.072000            -0.04200
 0.000000             0.00000
 0.040000            -0.03300
-0.057000            -0.00400
-0.022000            -0.03500
 0.002000             0.02400
 0.026000            -0.17400
 0.000000            -0.00000
 0.000000            -0.00000
 0.035000            -0.02100
 0.000000             0.00000
 0.032000            -0.01800
 0.000000             0.00000
-0.021000            -0.00400
 0.002000             0.04700
 0.002000             0.01400
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.01400
 0.004000             0.03100
-0.002000            -0.00500
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.010000            -0.00400
-0.012000            -0.00300
 0.000000             0.00000
-0.005000            -0.00400
 0.000000             0.00000
-0.013000            -0.01900
 0.000000             0.00000
-0.000000            -0.00000
-0.014000            -0.02200
-0.019000             0.03000
-0.025000             0.02700
-0.022000            -0.02400
 0.010000             0.02500
-0.019000             0.00300
-0.001000            -0.05600
-0.026000            -0.03300
-0.003000            -0.00200
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.029000             0.00300
-0.017000             0.01000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.034000            -0.04800
 0.000000             0.00000
 0.015000            -0.02800
-0.000000             0.00000
-0.027000             0.01400
-0.049000             0.01700
-0.023000             0.01300
-0.032000             0.02200
-0.117000             0.06800
-0.052000             0.02000
-0.063000             0.22300
-0.098000             0.12700
-0.064000             0.05000
-0.000000             0.00000
-0.031000             0.01600
-0.042000             0.02300
-0.000000             0.00000
 0.000000             0.00000
-0.080000            -0.10400
-0.106000            -0.02900
-0.112000             0.00200
-0.136000             0.04400
-0.001000            -0.00000
-0.003000             0.00100
-0.071000            -0.04600
-0.000000            -0.00000
 0.000000             0.00000
-0.000000             0.00000
 0.000000             0.00000
-0.000000             0.00000
 0.000000             0.00000
-0.146000            -0.01200
 0.000000             0.00000
-0.030000             0.01800
-0.000000             0.00000
 0.000000             0.00000
-0.001000             0.00000
-0.043000             0.02000
 0.000000             0.00000
-0.000000             0.00000
-0.000000            -0.00000
-0.060000             0.06100
 0.032000            -0.03600
-0.001000            -0.00200
 0.044000            -0.09000
 0.000000            -0.00100
 0.000000             0.00000
 0.072000            -0.26400
 0.000000             0.00000
 0.045000            -0.14900
 0.000000            -0.00400
 0.039000            -0.13000
 0.065000            -0.11600
 0.000000             0.00000
 0.004000            -0.01200
 0.050000            -0.10400
-0.000000            -0.00000
 0.000000             0.00000
 0.004000            -0.02400
 0.000000             0.00000
 0.111000            -0.30500
 0.000000             0.00000
 0.000000             0.00000
-0.070000            -0.11400
-0.043000            -0.07900
-0.057000            -0.13000
-0.005000            -0.08400
-0.020000            -0.12800
 0.000000            -0.00200
 0.000000             0.00000
-0.033000            -0.12600
 0.128000            -0.14400
 0.106000            -0.11100
 0.000000             0.00000
 0.047000             0.02200
 0.045000            -0.07200
 0.028000            -0.00500
 0.000000             0.00000
 0.101000            -0.05900
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.037000             0.02500
-0.064000             0.01600
-0.091000             0.04100
 0.115000            -0.06700
 0.098000            -0.07600
 0.098000            -0.04700
-0.029000             0.00800
-0.083000            -0.00800
 0.000000             0.00000
-0.003000             0.01800
-0.100000            -0.04200
-0.014000            -0.06900
-0.048000            -0.02400
 0.000000             0.00000
 0.000000             0.00000
-0.003000             0.00900
 0.000000             0.00000
 0.025000            -0.13600
 0.014000            -0.01800
-0.031000            -0.13400
 0.005000            -0.03100
-0.011000            -0.05100
-0.005000             0.03800
 0.008000            -0.00700
 0.006000            -0.03100
 0.012000             0.04200
 0.041000            -0.10900
 0.007000            -0.01500
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.013000            -0.08500
 0.000000             0.00000
-0.000000            -0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.088000            -0.02200
 0.012000            -0.03000
 0.015000            -0.05000
 0.000000             0.00000
-0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.133000            -0.03400
-0.086000             0.02200
 0.000000             0.00000
-0.025000            -0.02200
-0.052000            -0.01500
-0.001000            -0.00000
 0.016000            -0.00200
 0.000000             0.00000
 0.000000             0.00000
-0.005000             0.00500
-0.000000             0.00000
-0.000000             0.00000
-0.025000             0.03000
-0.003000             0.00100
-0.118000             0.06400
-0.049000             0.03400
 0.000000             0.00000
-0.000000             0.00000
-0.062000             0.03900
-0.000000             0.00000
-0.086000             0.03900
-0.091000            -0.05000
-0.002000            -0.00000
-0.001000            -0.00000
-0.136000            -0.03700
 0.000000             0.00000
-0.120000            -0.00200
-0.000000             0.00000
-0.077000            -0.03000
-0.104000            -0.10000
-0.000000             0.00000
-0.079000             0.09800
-0.021000             0.00700
-0.067000             0.00700
-0.097000             0.06000
-0.060000             0.03400
-0.047000             0.02100
-0.071000             0.01300
 0.000000             0.00000
-0.101000            -0.00900
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.085000             0.00400
-0.104000            -0.01900
-0.083000             0.05600
 0.000000             0.00000
-0.057000             0.00200
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.010000            -0.08000
 0.015000            -0.12300
 0.004000            -0.22000
 0.020000            -0.25400
 0.111000            -0.20600
 0.013000            -0.06000
 0.000000            -0.00100
 0.000000             0.00000
 0.102000            -0.13500
 0.000000            -0.00100
 0.000000             0.00000
 0.001000            -0.00400
-0.038000            -0.09000
-0.033000            -0.10900
 0.000000             0.00000
 0.000000             0.00000
 0.001000            -0.26200
 0.025000            -0.09200
 0.000000             0.00000
-0.027000            -0.19100
-0.001000            -0.00500
 0.000000             0.00000
-0.006000            -0.06800
 0.000000             0.00000
 0.000000             0.00000
 0.052000            -0.07300
 0.000000             0.00000
 0.009000            -0.09300
 0.000000             0.00000
 0.000000             0.00000
 0.116000            -0.14900
 0.003000            -0.00400
 0.087000            -0.07900
 0.000000             0.00000
 0.140000            -0.13100
 0.062000            -0.10500
 0.133000            -0.04700
 0.015000            -0.03000
 0.000000             0.00000
-0.034000             0.01300
-0.055000             0.02100
-0.035000             0.01000
-0.112000             0.01000
-0.067000             0.01700
-0.081000             0.02900
 0.000000             0.00000
 0.013000            -0.12100
 0.000000             0.00000
-0.068000            -0.10800
 0.006000            -0.04300
 0.004000            -0.02500
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.007000             0.02400
 0.006000             0.00200
 0.014000             0.02500
 0.000000             0.00000
 0.000000             0.00000
-0.001000            -0.00600
 0.000000             0.00000
 0.000000             0.00000
-0.003000            -0.05100
-0.001000            -0.01400
 0.007000            -0.04300
 0.000000             0.00000
 0.008000            -0.02200
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.073000             0.01300
-0.012000            -0.00300
-0.092000            -0.05700
-0.029000            -0.03200
-0.016000            -0.07100
-0.130000             0.03500
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.009000             0.00900
 0.000000             0.00000
 0.037000            -0.03300
 0.000000             0.00000
 0.000000             0.00000
-0.001000            -0.00000
-0.033000             0.01400
-0.033000             0.01600
-0.044000             0.02500
-0.127000             0.07900
 0.000000             0.00000
-0.000000             0.00000
-0.006000             0.00300
-0.086000             0.03000
-0.070000            -0.02800
-0.083000            -0.02500
-0.051000             0.00100
-0.060000            -0.01300
-0.000000             0.00000
 0.000000             0.00000
-0.000000            -0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.003000            -0.01300
-0.000000            -0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.000000             0.00000
-0.000000            -0.00000
 0.000000             0.00000
-0.000000            -0.00000
-0.063000             0.04000
-0.030000             0.01700
-0.017000             0.11800
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.093000             0.04500
-0.126000             0.04300
-0.077000             0.03100
-0.060000            -0.01000
-0.050000            -0.00000
-0.100000            -0.05100
-0.000000            -0.00000
-0.020000             0.00300
-0.009000             0.00100
-0.094000            -0.03000
-0.056000            -0.03200
-0.001000            -0.00000
-0.045000             0.01800
-0.069000             0.02600
-0.007000            -0.13500
 0.001000            -0.00300
-0.139000            -0.27400
-0.093000             0.03100
-0.132000            -0.00000
-0.127000            -0.07500
-0.087000            -0.02600
 0.009000            -0.05900
 0.027000            -0.11300
 0.002000            -0.00500
 0.016000            -0.18900
-0.019000            -0.18200
-0.020000            -0.14200
-0.036000            -0.18900
-0.000000            -0.00000
-0.063000            -0.15600
-0.024000            -0.13300
 0.000000             0.00000
-0.112000            -0.15000
 0.016000            -0.07400
 0.029000            -0.04200
-0.002000            -0.04200
-0.046000            -0.01500
 0.002000            -0.01700
-0.020000            -0.05500
 0.000000            -0.00000
-0.001000            -0.02800
 0.011000            -0.06200
 0.002000            -0.01300
 0.001000            -0.01700
 0.001000            -0.03200
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
 0.025000            -0.09000
 0.013000            -0.02000
 0.018000            -0.06200
 0.024000             0.01100
 0.000000             0.00000
 0.024000            -0.02600
-0.000000             0.00000
-0.000000             0.00000
-0.067000             0.02300
-0.055000             0.00300
 0.000000             0.00000
 0.000000             0.00000
 0.015000            -0.04400
 0.017000            -0.04200
-0.005000             0.04300
 0.000000             0.00000
 0.056000            -0.05300
 0.047000             0.03700
-0.005000            -0.05900
 0.012000            -0.04900
-0.003000            -0.04700
 0.025000            -0.04400
 0.002000            -0.05000
 0.000000             0.00000
-0.042000            -0.11000
-0.007000            -0.08200
 0.026000            -0.03100
 0.000000             0.00000
 0.000000             0.00000
-0.021000            -0.02300
-0.058000             0.03800
-0.005000            -0.03300
 0.005000            -0.03200
-0.000000            -0.00000
 0.000000             0.00000
-0.030000            -0.05900
-0.164000            -0.04800
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.014000            -0.05500
 0.000000             0.00000
-0.000000            -0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.014000            -0.02700
 0.000000             0.00000
-0.058000             0.00500
-0.021000            -0.00700
-0.041000             0.00500
 0.000000             0.00000
-0.050000             0.01500
-0.000000             0.00000
-0.077000             0.02800
-0.001000             0.00000
-0.029000            -0.00500
-0.036000             0.00900
-0.092000             0.00400
-0.082000             0.02000
-0.058000             0.00400
-0.000000             0.00000
-0.032000             0.01200
 0.000000             0.00000
 0.000000             0.00000
-0.000000            -0.00200
-0.017000            -0.00200
-0.015000            -0.00100
-0.000000            -0.00000
 0.000000             0.00000
 0.000000            -0.00000
-0.001000             0.00000
 0.019000             0.03500
 0.000000             0.00000
 0.000000             0.00000
-0.060000             0.08300
 0.000000             0.00000
 0.000000             0.00000
 0.000000             0.00000
-0.014000             0.00500
 0.000000             0.00000
-0.000000            -0.00000
-0.003000             0.02100
-0.010000             0.03900
-0.035000            -0.00300
-0.008000             0.00600
-0.029000             0.01200
-0.029000             0.01600
-0.000000             0.00000
-0.021000             0.02800
-0.000000             0.00000
 0.000000             0.00000
-0.052000             0.02500
-0.067000             0.02500
-0.021000             0.00300
-0.120000             0.00200
-0.002000             0.00000
 0.000000             0.00000
-0.098000             0.00800
-0.090000             0.02700
-0.000000             0.00000
-0.072000             0.02300
-0.039000            -0.09300
-0.201000            -0.22400
-0.071000             0.00800
 0.000000             0.00000
-0.077000            -0.19100
-0.102000            -0.13300
-0.100000            -0.15900
-0.122000            -0.21100
-0.121000            -0.07100
-0.126000            -0.12000
-0.000000            -0.00000
